label,text,text_clean
1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com"
0,I know girls always safe and selfish know i got it pa. Thank you. good night.,i know girls always safe and selfish know i got it pa. thank you. good night.
0,"No worries, hope photo shoot went well. have a spiffing fun at workage.","no worries, hope photo shoot went well. have a spiffing fun at workage."
0,I'm freezing and craving ice. Fml,i'm freezing and craving ice. fml
0,Kay... Since we are out already,kay... since we are out already
0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh... i din c ur msg. not sad already lar. me watching tv now. u still in office?
0,Yo im right by yo work,yo im right by yo work
0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! but you can call me there.xx
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.
0,Nope... Juz off from work...,nope... juz off from work...
0,Huh so fast... Dat means u havent finished painting?,huh so fast... dat means u havent finished painting?
0, what number do u live at? Is it 11?,what number do u live at? is it 11?
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore","no we put party 7 days a week and study lightly, i think we need to draw in some custom checkboxes so they know we're hardcore"
0,Sac will score big hundred.he is set batsman:-),sac will score big hundred.he is set batsman:-)
0,Send me yetty's number pls.,send me yetty's number pls.
0,How much it will cost approx . Per month.,how much it will cost approx . per month.
0,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok... the theory test? when are ü going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000928. pobox45w2tg150p"
0,"That's fine, have him give me a call if he knows what he wants or has any questions","that's fine, have him give me a call if he knows what he wants or has any questions"
0,"Sorry, got a late start, we're on the way","sorry, got a late start, we're on the way"
0,Then u go back urself lor...,then u go back urself lor...
0,I AM AT THE GAS STATION. GO THERE.,i am at the gas station. go there.
0,"K, if u bored up just come to my home..","k, if u bored up just come to my home.."
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe !!!! i love you !!!! *covers your face in kisses*
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome","like i made him throw up when we were smoking in our friend's car one time, it was awesome"
0,Still i have not checked it da. . .,still i have not checked it da. . .
0,You will go to walmart. I.ll stay.,you will go to walmart. i.ll stay.
0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too","i haven't forgotten you, i might have a couple bucks to send you tomorrow, k? i love ya too"
0,Oh great. I.ll disturb him more so that we can talk.,oh great. i.ll disturb him more so that we can talk.
0,Reverse is cheating. That is not mathematics.,reverse is cheating. that is not mathematics.
0,U're welcome... Caught u using broken english again...,u're welcome... caught u using broken english again...
0,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby. is this is a good time to talk? i called and left a message.
0,"Sorry, I'll call later","sorry, i'll call later"
0,Oh is it! Which brand?,oh is it! which brand?
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now. it so happens that there r 2waxsto do wat you want. she can come and ill get her medical insurance. and she'll be able to deliver and have basic care. i'm currently shopping for the right medical insurance for her. so just give me til friday morning. thats when i.ll see the major person that can guide me to the right insurance.
0,At what time are you coming.,at what time are you coming.
0,Call him and say you not coming today ok and tell them not to fool me like this ok,call him and say you not coming today ok and tell them not to fool me like this ok
0,I emailed yifeng my part oredi.. Can ü get it fr him..,i emailed yifeng my part oredi.. can ü get it fr him..
0,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure they'll understand that! wine * good idea just had a slurp!
0,Minimum walk is 3miles a day.,minimum walk is 3miles a day.
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,ok not a problem will get them a taxi. c ing  tomorrow and tuesday. on tuesday think we r all going to the cinema.
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..","brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla.."
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don't run away frm u... i walk slowly &amp; it kills me that u don't care enough to stop me...
1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call let's talk when you have the time. i'm on 07090201529
0,Please attend the phone:),please attend the phone:)
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you only hate me. you can call any but you didnt accept even a single call of mine. or even you messaged
0,No messages on her phone. I'm holding it now,no messages on her phone. i'm holding it now
0,Can... I'm free...,can... i'm free...
0,"Yo my trip got postponed, you still stocked up?","yo my trip got postponed, you still stocked up?"
0,"Sorry, I'll call later","sorry, i'll call later"
0,I am waiting for your call sir.,i am waiting for your call sir.
0,Hey what are you doing. Y no reply pa..,hey what are you doing. y no reply pa..
0,"Hey elaine, is today's meeting still on?","hey elaine, is today's meeting still on?"
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry i've not gone to that place. i.ll do so tomorrow. really sorry.
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most of the tiime when i don't let you hug me it's so i don't break into tears.
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow
0,And now electricity just went out fml.,and now electricity just went out fml.
0,"Looks like you found something to do other than smoke, great job!","looks like you found something to do other than smoke, great job!"
0,Also andros ice etc etc,also andros ice etc etc
0,:),:)
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea","good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea"
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup. wun believe wat? u really neva c e msg i sent shuhui?
0,Hows that watch resizing,hows that watch resizing
0,Dear umma she called me now :-),dear umma she called me now :-)
0,Just finished. Missing you plenty,just finished. missing you plenty
1,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+","complimentary 4 star ibiza holiday or £10,000 cash needs your urgent collection. 09066364349 now from landline not to lose out! box434sk38wp150ppm18+"
0,"Well, I meant as opposed to my drunken night of before","well, i meant as opposed to my drunken night of before"
0,K... Must book a not huh? so going for yoga basic on sunday?,k... must book a not huh? so going for yoga basic on sunday?
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg:we billed your mobile number by mistake from shortcode 83332.please call 08081263000 to have charges refunded.this call will be free from a bt landline
0,Ok can...,ok can...
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x","oops - am at my mum's in somerset... bit far! back tomo, see you soon x"
0,So u workin overtime nigpun?,so u workin overtime nigpun?
0,Same as kallis dismissial in 2nd test:-).,same as kallis dismissial in 2nd test:-).
0,O. Guess they both got screwd,o. guess they both got screwd
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call 08712402972 immediately as there is an urgent message waiting for you
0,"I'm in a meeting, call me later at","i'm in a meeting, call me later at"
0,What r u cooking me for dinner?,what r u cooking me for dinner?
0,Ok thanx...,ok thanx...
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.
0,Then i buy.,then i buy.
1,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent! your mobile number has been awarded with a £2000 bonus caller prize. call 09058095201 from land line. valid 12hrs only
0,Heehee that was so funny tho,heehee that was so funny tho
0,It only does simple arithmetic not percentages.,it only does simple arithmetic not percentages.
0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?","yeah we wouldn't leave for an hour at least, how's 4 sound?"
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589","as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066364589"
0,Thanks honey. Have a great day.,thanks honey. have a great day.
0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""","'an amazing quote'' - ""sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
0,Good night my dear.. Sleepwell&amp;Take care,good night my dear.. sleepwell&amp;take care
0,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,then ü ask dad to pick ü up lar... ü wan 2 stay until 6 meh...
0,"Jus chillaxin, what up","jus chillaxin, what up"
0,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""","""hey das cool... iknow all 2 wellda peril of studentfinancial crisis!spk 2 u l8r."""
0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING","beautiful truth against gravity.. read carefully: ""our heart feels light when someone is in it.. but it feels very heavy when someone leaves it.."" goodmorning"
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,do you want a new nokia 3510i colour phone deliveredtomorrow? with 300 free minutes to any mobile + 100 free texts + free camcorder reply or call 08000930705
0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though!","whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though!"
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joy's father is john. then john is the ____ of joy's father. if u ans ths you hav  &lt;#&gt;  iq. tis s ias question try to answer.
0,Only once then after ill obey all yours.,only once then after ill obey all yours.
0,No she didnt. I will search online and let you know.,no she didnt. i will search online and let you know.
0,Where do you need to go to get it?,where do you need to go to get it?
0,No pic. Please re-send.,no pic. please re-send.
0,He remains a bro amongst bros,he remains a bro amongst bros
0,Uhhhhrmm isnt having tb test bad when youre sick,uhhhhrmm isnt having tb test bad when youre sick
0,But i haf enuff space got like 4 mb...,but i haf enuff space got like 4 mb...
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,life has never been this much fun and great until you came in. you made it truly special for me. i won't forget you! enjoy @ one gbp/sms
1,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470","as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £1500 bonus prize, call 09066368470"
1,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,welcome! please reply with your age and gender to begin. e.g 24m
1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly
1,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,had your mobile 10 mths? update to latest orange camera/video phones for free. save £s with free texts/weekend calls. text yes for a callback orno to opt out
1,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,am new 2 club & dont fink we met yet will b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x calls£1/minmobsmore lkpobox177hp51fl
0,True. Its easier with her here.,true. its easier with her here.
0,Sure but since my parents will be working on Tuesday I don't really need a cover story,sure but since my parents will be working on tuesday i don't really need a cover story
0,Haha okay... Today weekend leh...,haha okay... today weekend leh...
0,"""Hi darlin did youPhone me? Im atHome if youwanna chat.""","""hi darlin did youphone me? im athome if youwanna chat."""
0,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,i don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that i did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
0,You've always been the brainy one.,you've always been the brainy one.
0,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah if we do have to get a random dude we need to change our info sheets to party  &lt;#&gt; /7 never study just to be safe
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...","christmas is an occasion that is celebrated as a reflection of ur... values..., desires..., affections...&amp; traditions.... have an ideal christmas..."
0,Sending you greetings of joy and happiness. Do have a gr8 evening,sending you greetings of joy and happiness. do have a gr8 evening
0,"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx""","""hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? katexxx"""
0,If india win or level series means this is record:),if india win or level series means this is record:)
0,Then what about further plan?,then what about further plan?
0,Its good to hear from you,its good to hear from you
0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah","awesome, how do i deal with the gate? charles told me last night but, uh, yeah"
0,What time you thinkin of goin?,what time you thinkin of goin?
1,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,get a free mobile video player free movie. to collect text go to 89105. its free! extra films can be ordered t's and c's apply. 18 yrs only
1,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,save money on wedding lingerie at www.bridal.petticoatdreams.co.uk choose from a superb selection with national delivery. brought to you by weddingfriend
0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,your board is working fine. the issue of overheating is also reslove. but still software inst is pending. i will come around 8'o clock.
0,Yes but I don't care cause I know its there!,yes but i don't care cause i know its there!
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..","wiskey brandy rum gin beer vodka scotch shampain wine ""kudi""yarasu dhina vaazhthukkal. .."
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...","mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer..."
0,Sitting ard nothing to do lor. U leh busy w work?,sitting ard nothing to do lor. u leh busy w work?
0,Its  &lt;#&gt; k here oh. Should i send home for sale.,its  &lt;#&gt; k here oh. should i send home for sale.
0,Sorry. || mail? ||,sorry. || mail? ||
0,Ya just telling abt tht incident..,ya just telling abt tht incident..
0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,yes we were outside for like 2 hours. and i called my whole family to wake them up cause it started at 1 am
0,Ugh just got outta class,ugh just got outta class
0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna","nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna"
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,no need lar. jus testing e phone card. dunno network not gd i thk. me waiting 4 my sis 2 finish bathing so i can bathe. dun disturb u liao u cleaning ur room.
0,Ok. I.ll do you right later.,ok. i.ll do you right later.
0,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
0,Have your lunch and come quickly and open the door:),have your lunch and come quickly and open the door:)
1,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time 01223585236 xx luv nikiyu4.net
0,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,i am back. bit long cos of accident on a30. had to divert via wadebridge.i had a brilliant weekend thanks. speak soon. lots of love
0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...","k.. i yan jiu liao... sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg -message center +447797706009 why wait? apply for your future http://careers. bloomberg.com
0,i am seeking a lady in the street and a freak in the sheets. Is that you?,i am seeking a lady in the street and a freak in the sheets. is that you?
0,My phone,my phone
0,"Haha figures, well I found the piece and priscilla's bowl","haha figures, well i found the piece and priscilla's bowl"
0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though","actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent! we are trying to contact u. todays draw shows that you have won a £800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only
0,yay! finally lol. i missed our cinema trip last week :-(,yay! finally lol. i missed our cinema trip last week :-(
0,All day working day:)except saturday and sunday..,all day working day:)except saturday and sunday..
0,aathi..where are you dear..,aathi..where are you dear..
0,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
0,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.","i think i‘m waiting for the same bus! inform me when you get there, if you ever get there."
0,You getting back any time soon?,you getting back any time soon?
0,", how's things? Just a quick question.",", how's things? just a quick question."
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay. gud mrng"
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?","i can probably come by, everybody's done around  &lt;#&gt;  right?"
0,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
0,I can ask around but there's not a lot in terms of mids up here,i can ask around but there's not a lot in terms of mids up here
0,Be sure to check your yahoo email. We sent photos yesterday,be sure to check your yahoo email. we sent photos yesterday
0,What was she looking for?,what was she looking for?
0,Wherre's my boytoy ? :-(,wherre's my boytoy ? :-(
1,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*","hello, my love! how goes that day ? i wish your well and fine babe and hope that you find some job prospects. i miss you, boytoy ... *a teasing kiss*"
0,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,tell my  bad character which u dnt lik in me. i'll try to change in  &lt;#&gt; . i ll add tat 2 my new year resolution. waiting for ur reply.be frank...good morning.
0,No:-)i got rumour that you going to buy apartment in chennai:-),no:-)i got rumour that you going to buy apartment in chennai:-)
0,"Yeah, probably earlier than that","yeah, probably earlier than that"
0,Change windows logoff sound..,change windows logoff sound..
0,Still i have not checked it da. . .,still i have not checked it da. . .
0,I'm also came to room.,i'm also came to room.
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
0,Ok.,ok.
0,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,i will reach office around  &lt;decimal&gt; . &amp; my mobile have problem. you cann't get my voice. so call you asa i'll free
0,"Cool, text me when you head out","cool, text me when you head out"
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P","you are being contacted by our dating service by someone you know! to find out who it is, call from a land line 09050000878. pobox45w2tg150p"
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","wan2 win a meet+greet with westlife 4 u or a m8? they are currently on what tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 or 3 to 83049. cost 50p +std text"
0,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday... may u find ur prince charming soon n dun work too hard...
0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served","oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
0,You said to me before i went back to bed that you can't sleep for anything.,you said to me before i went back to bed that you can't sleep for anything.
0,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,i hope you arnt pissed off but id would really like to see you tomorrow. love me xxxxxxxxxxxxxx
1,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,dorothy@kiefer.com (bank of granite issues strong-buy) explosive pick for our members *****up over 300% *********** nasdaq symbol cdgt that is a $5.00 per..
0,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,says the  &lt;#&gt;  year old with a man and money. i'm down to my last  &lt;#&gt; . still waiting for that check.
0,I will come to ur home now,i will come to ur home now
0,Free any day but i finish at 6 on mon n thurs...,free any day but i finish at 6 on mon n thurs...
0,Will you be here for food,will you be here for food
0,"life alle mone,eppolum oru pole allalo","life alle mone,eppolum oru pole allalo"
0,Nite...,nite...
0,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt","two fundamentals of cool life: ""walk, like you are the king""...! or ""walk like you dont care,whoever is the king""!... gud nyt"
0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!","camera quite good, 10.1mega pixels, 3optical and 5digital dooms. have a lovely holiday, be safe and i hope you hav a good journey! happy new year to you both! see you in a couple of weeks!"
0,Hi Petey!noi'm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,hi petey!noi'm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
0,I just saw ron burgundy captaining a party boat so yeah,i just saw ron burgundy captaining a party boat so yeah
0,I'm serious. You are in the money base,i'm serious. you are in the money base
0,Already one guy loving you:-.,already one guy loving you:-.
0,Staff of placement training in Amrita college.,staff of placement training in amrita college.
0,I always chat with you. In fact i need money can you raise me?,i always chat with you. in fact i need money can you raise me?
0,I'm job profile seems like bpo..,i'm job profile seems like bpo..
0,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?","well, i was about to give up cos they all said no they didn‘t do one nighters. i persevered and found one but it is very cheap so i apologise in advance. it is just somewhere to sleep isnt it?"
0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.","so you think i should actually talk to him? not call his boss in the morning? i went to this place last year and he told me where i could go and get my car fixed cheaper. he kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
0,Are you willing to go for apps class.,are you willing to go for apps class.
0,Hanging out with my brother and his family,hanging out with my brother and his family
0,No it will reach by 9 only. She telling she will be there. I dont know,no it will reach by 9 only. she telling she will be there. i dont know
0,Hey... are you going to quit soon? Xuhui and i working till end of the month,hey... are you going to quit soon? xuhui and i working till end of the month
0,"Im sorry bout last nite it wasn't ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx","im sorry bout last nite it wasn't ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx"
0,Try neva mate!!,try neva mate!!
0,Yeah that'd pretty much be the best case scenario,yeah that'd pretty much be the best case scenario
0,I not free today i haf 2 pick my parents up tonite...,i not free today i haf 2 pick my parents up tonite...
0,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""","""hey babe! far 2 spun-out 2 spk at da mo... dead 2 da wrld. been sleeping on da sofa all day, had a cool nytho, tx 4 fonin hon, call 2mwen im bk frmcloud 9! j x"""
0,Should i send you naughty pix? :),should i send you naughty pix? :)
1,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE","you are a £1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe"
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!","xmas & new years eve tickets are now on sale from the club, during the day from 10am till 8pm, and on thurs, fri & sat night this week. they're selling fast!"
0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?","tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
0,Prepare to be pounded every night...,prepare to be pounded every night...
0,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.","actually, my mobile is full of msg. and i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
0,"Sorry, I'll call later","sorry, i'll call later"
